"product_category_name","seller_city","seller_state","transaction_count","total_revenue","avg_price_per_item","unique_products_sold"
"alimentos_bebidas","santos","SP","17","629.83","37.05","1"
"utilidades_domesticas","uba","MG","5","629.59","125.92","3"
"moveis_decoracao","jaragua do sul","SC","7","629.30","89.90","2"
"perfumaria","criciuma","SC","9","629.10","69.90","3"
"alimentos","serra negra","SP","6","629.00","104.83","2"
"moveis_sala","brasilia","DF","7","628.70","89.81","4"
"informatica_acessorios","varzea paulista","SP","29","623.77","21.51","2"
"bebidas","mandaguacu","PR","19","623.70","32.83","4"
"utilidades_domesticas","aruja","SP","9","622.40","69.16","8"
"alimentos_bebidas","pedregulho","SP","7","622.00","88.86","5"
"casa_conforto","santos","SP","19","621.00","32.68","5"
"eletrodomesticos","jaragua do sul","SC","5","619.50","123.90","2"
"papelaria","franca","SP","12","616.25","51.35","10"
NULL,"canoas","RS","9","616.18","68.46","6"
"construcao_ferramentas_construcao","barueri","SP","8","615.38","76.92","5"
"utilidades_domesticas","maringa","PR","26","614.65","23.64","9"
"perfumaria","vicosa","MG","12","612.80","51.07","3"
"automotivo","caxias do sul","RS","6","610.97","101.83","3"
"ferramentas_jardim","poa","SP","9","610.30","67.81","4"
"automotivo","rolandia","PR","9","609.82","67.76","3"
NULL,"maua","SP","18","609.20","33.84","3"
"bebes","santa terezinha de itaipu","PR","8","607.30","75.91","7"
"cama_mesa_banho","sao jose dos pinhas","PR","7","604.80","86.40","2"
"cool_stuff","franco da rocha","SP","6","601.40","100.23","2"
"construcao_ferramentas_jardim","limeira","SP","5","601.00","120.20","2"
"utilidades_domesticas","apucarana","PR","10","599.00","59.90","1"
"esporte_lazer","brusque","SC","10","599.00","59.90","1"
"construcao_ferramentas_iluminacao","cruzeiro","SP","5","598.90","119.78","1"
"cama_mesa_banho","sao bento","PB","9","598.40","66.49","6"
"cine_foto","brasilia","DF","5","598.00","119.60","2"
"beleza_saude","aparecida de goiania","GO","5","596.65","119.33","1"
"beleza_saude","tres de maio","RS","13","596.55","45.89","7"
"livros_interesse_geral","sao pedro da aldeia","RJ","10","594.09","59.41","8"
"cama_mesa_banho","sorocaba","SP","13","594.07","45.70","3"
"utilidades_domesticas","jacarei","SP","10","593.90","59.39","5"
"moveis_decoracao","jundiai","SP","11","588.00","53.45","7"
"ferramentas_jardim","assis","SP","9","586.00","65.11","8"
"market_place","jaragua do sul","SC","7","583.90","83.41","2"
"ferramentas_jardim","sao jose dos campos","SP","7","583.28","83.33","4"
"moveis_decoracao","louveira","SP","9","583.20","64.80","5"
"esporte_lazer","limeira","SP","6","581.94","96.99","4"
"esporte_lazer","bocaiuva do sul","PR","5","579.50","115.90","3"
"informatica_acessorios","catanduva","SP","12","577.50","48.13","3"
"sinalizacao_e_seguranca","rio claro","SP","8","573.50","71.69","5"
"esporte_lazer","mineiros do tiete","SP","23","572.79","24.90","10"
"eletronicos","guarulhos","SP","8","572.42","71.55","5"
"moveis_decoracao","contagem","MG","6","570.00","95.00","3"
"flores","sao paulo","SP","10","569.80","56.98","5"
"automotivo","uberlandia","MG","5","568.49","113.70","5"
"perfumaria","praia grande","SP","10","567.56","56.76","7"
"cool_stuff","limeira","SP","12","566.80","47.23","7"
"ferramentas_jardim","bauru","SP","8","566.40","70.80","2"
"livros_interesse_geral","americana","SP","10","560.60","56.06","8"
"utilidades_domesticas","camanducaia","MG","5","560.50","112.10","1"
"cool_stuff","ibia","MG","7","559.65","79.95","1"
"eletrodomesticos","bauru","SP","7","559.30","79.90","1"
"ferramentas_jardim","atibaia","SP","6","558.45","93.08","5"
"esporte_lazer","santa barbara d oeste","SP","7","555.93","79.42","4"
"automotivo","barra mansa","RJ","11","555.71","50.52","11"
"eletrodomesticos","sao carlos","SP","5","554.97","110.99","3"
"brinquedos","nova iguacu","RJ","25","553.70","22.15","11"
"moveis_decoracao","betim","MG","11","549.67","49.97","1"
"moveis_decoracao","sao roque","SP","9","546.00","60.67","2"
"instrumentos_musicais","limeira","SP","15","545.76","36.38","3"
"fashion_roupa_feminina","limeira","SP","16","544.84","34.05","4"
"esporte_lazer","arinos","MG","9","544.82","60.54","6"
"eletrodomesticos","echapora","SP","11","543.89","49.44","1"
"malas_acessorios","atibaia","SP","5","541.90","108.38","4"
"automotivo","brasilia","DF","9","539.70","59.97","8"
"utilidades_domesticas","bandeirantes","PR","5","539.70","107.94","3"
"utilidades_domesticas","piracicaba","SP","10","536.90","53.69","3"
"bebes","duque de caxias","RJ","8","535.00","66.88","1"
"pet_shop","ibitinga","SP","7","531.26","75.89","3"
"cool_stuff","ibitinga","SP","17","529.96","31.17","6"
"telefonia","jau","SP","11","523.80","47.62","6"
"fashion_roupa_feminina","ibitinga","SP","6","523.40","87.23","2"
"beleza_saude","sp / sp","SP","6","522.00","87.00","6"
"informatica_acessorios","taubate","SP","9","522.00","58.00","5"
"beleza_saude","ribeirao preto / sao paulo","SP","14","521.00","37.21","2"
"ferramentas_jardim","vila velha","ES","7","510.56","72.94","5"
"flores","assis","SP","22","510.24","23.19","8"
"artigos_de_festas","auriflama/sp","SP","6","510.00","85.00","5"
"cama_mesa_banho","neopolis","SE","5","509.50","101.90","3"
"bebes","batatais","SP","13","509.48","39.19","8"
"utilidades_domesticas","niteroi","RJ","8","509.38","63.67","2"
"fraldas_higiene","carapicuiba","SP","18","509.00","28.28","3"
"consoles_games","niteroi","RJ","7","508.42","72.63","2"
"cool_stuff","aparecida de goiania","GO","8","507.96","63.50","3"
"moveis_decoracao","ararangua","SC","5","507.75","101.55","4"
"utilidades_domesticas","sbc/sp","SP","8","507.20","63.40","2"
"moveis_decoracao","barueri","SP","5","505.98","101.20","3"
"automotivo","barretos","SP","8","501.07","62.63","3"
"perfumaria","campos dos goytacazes","RJ","5","501.00","100.20","2"
"consoles_games","brasilia","DF","6","500.67","83.45","5"
"artes","uberlandia","MG","5","499.50","99.90","3"
"brinquedos","uberlandia","MG","9","499.26","55.47","5"
"perfumaria","ponta grossa","PR","9","498.61","55.40","7"
"cool_stuff","francisco beltrao","PR","6","493.45","82.24","2"
"beleza_saude","presidente bernardes","SP","7","489.93","69.99","2"
"telefonia","joao pessoa","PB","6","488.50","81.42","2"
"utilidades_domesticas","nova petropolis","RS","6","484.15","80.69","6"
"cool_stuff","scao jose do rio pardo","SP","5","483.29","96.66","4"
"moveis_decoracao","sao jose dos campos","SP","8","482.87","60.36","3"
"moveis_decoracao","carazinho","RS","8","479.20","59.90","5"
"esporte_lazer","castro","PR","8","479.20","59.90","6"
"casa_construcao","porto alegre","RS","5","472.50","94.50","2"
"fraldas_higiene","ribeirao preto","SP","12","472.00","39.33","3"
"telefonia_fixa","belo horizonte","MG","6","469.40","78.23","4"
"instrumentos_musicais","curitibanos","SC","5","466.80","93.36","3"
"relogios_presentes","cruzeiro","SP","10","465.81","46.58","5"
"ferramentas_jardim","apucarana","PR","8","463.76","57.97","5"
"consoles_games","porto alegre","RS","13","463.70","35.67","1"
"bebes","divinopolis","MG","6","462.80","77.13","4"
"utilidades_domesticas","barueri","SP","9","460.10","51.12","7"
"bebes","mogi das cruzes","SP","7","460.00","65.71","3"
"eletronicos","limeira","SP","7","459.93","65.70","4"
"bebes","fortaleza","CE","7","459.70","65.67","2"
"moveis_decoracao","colorado","PR","5","459.47","91.89","2"
"informatica_acessorios","goiania","GO","6","453.32","75.55","5"
"cine_foto","joinville","SC","7","453.00","64.71","1"
"beleza_saude","ipaussu","SP","6","453.00","75.50","4"
"perfumaria","marilia","SP","8","452.40","56.55","5"
"cama_mesa_banho","registro","SP","6","451.50","75.25","1"
"cama_mesa_banho","birigui","SP","6","450.40","75.07","3"
"eletroportateis","araguari","MG","10","449.95","45.00","1"
"alimentos_bebidas","atibaia","SP","16","449.70","28.11","11"
NULL,"laguna","SP","5","449.50","89.90","1"
"esporte_lazer","estancia velha","RS","11","448.90","40.81","10"
"construcao_ferramentas_construcao","loanda","PR","6","447.40","74.57","3"
"ferramentas_jardim","itatiba","SP","5","444.50","88.90","1"
"livros_interesse_geral","belo horizonte","MG","12","444.00","37.00","7"
"telefonia","toledo","PR","12","441.80","36.82","11"
"market_place","cornelio procopio","PR","5","441.50","88.30","2"
"telefonia","sao  paulo","SP","9","439.98","48.89","2"
"informatica_acessorios","caxias do sul","RS","8","439.56","54.95","2"
"musica","sao paulo","SP","8","438.69","54.84","6"
"livros_interesse_geral","rio de janeiro","RJ","13","436.80","33.60","9"
"eletroportateis","echapora","SP","7","431.93","61.70","1"
"beleza_saude","sao  paulo","SP","12","430.34","35.86","5"
"fashion_bolsas_e_acessorios","alvorada","RS","6","430.00","71.67","5"
"consoles_games","sao jose dos campos","SP","6","426.26","71.04","4"
"fashion_bolsas_e_acessorios","apucarana","PR","5","425.55","85.11","5"
"beleza_saude","guaruja","SP","5","423.60","84.72","2"
"consoles_games","anapolis","GO","9","421.73","46.86","1"
"casa_construcao","florianopolis","SP","17","421.50","24.79","3"
"brinquedos","jaragua do sul","SC","18","419.89","23.33","7"
"papelaria","jacarei","SP","7","418.00","59.71","3"
"bebes","sao jose dos pinhais","PR","5","417.48","83.50","2"
"papelaria","jussara","PR","6","415.40","69.23","2"
"bebes","porto ferreira","SP","5","411.46","82.29","4"
"construcao_ferramentas_ferramentas","goiania","GO","8","411.30","51.41","2"
"esporte_lazer","contagem","MG","5","410.95","82.19","4"
"livros_tecnicos","londrina","PR","9","410.00","45.56","5"
NULL,"mairinque","SP","8","409.47","51.18","2"
"moveis_decoracao","bauru","SP","10","407.30","40.73","9"
"brinquedos","montenegro","RS","5","407.00","81.40","5"
"eletronicos","ribeirao pires","SP","19","404.47","21.29","8"
"moveis_decoracao","mogi guacu","SP","9","404.10","44.90","5"
"utilidades_domesticas","colorado","PR","5","403.95","80.79","3"
"alimentos","ribeirao pires","SP","6","403.76","67.29","3"
"climatizacao","maringa","PR","13","401.70","30.90","4"
"beleza_saude","taboao da serra","SP","15","400.20","26.68","7"
"malas_acessorios","pinhais","PR","9","397.93","44.21","4"
"bebidas","porto alegre","RS","6","397.80","66.30","2"
"eletroportateis","jacutinga","MG","15","396.87","26.46","2"
"livros_interesse_geral","florianopolis","SC","13","392.75","30.21","7"
"telefonia","sao jose dos campos","SP","9","385.56","42.84","6"
"construcao_ferramentas_jardim","sao ludgero","SC","5","384.50","76.90","1"
"market_place","louveira","SP","8","383.29","47.91","4"
NULL,"praia grande","SP","12","382.74","31.90","9"
"utilidades_domesticas","campo largo","PR","5","381.00","76.20","5"
"fashion_bolsas_e_acessorios","atibaia","SP","5","369.95","73.99","1"
"eletroportateis","sao carlos","SP","11","369.90","33.63","5"
"moveis_sala","cariacica / es","ES","5","367.20","73.44","4"
"fashion_bolsas_e_acessorios","timbo","SC","14","363.20","25.94","10"
"eletronicos","americana","SP","20","362.72","18.14","15"
"instrumentos_musicais","sombrio","SC","5","361.60","72.32","3"
"brinquedos","indaiatuba","SP","6","359.95","59.99","5"
"esporte_lazer","rodeio","SC","5","357.50","71.50","3"
"automotivo","braganca paulista","SP","7","357.50","51.07","4"
"fashion_bolsas_e_acessorios","diadema","SP","9","357.00","39.67","3"
"eletrodomesticos","apucarana","PR","6","356.95","59.49","3"
"moveis_cozinha_area_de_servico_jantar_e_jardim","penapolis","SP","6","356.40","59.40","2"
"perfumaria","foz do iguacu","PR","10","356.30","35.63","8"
"esporte_lazer","riberao preto","SP","10","354.56","35.46","4"
"bebes","presidente prudente","SP","6","354.00","59.00","1"
"esporte_lazer","dois corregos","SP","6","351.70","58.62","4"
"brinquedos","toledo","PR","5","350.67","70.13","4"
"perfumaria","indaiatuba","SP","8","350.36","43.80","4"
"moveis_sala","rio de janeiro","RJ","5","349.95","69.99","2"
"eletroportateis","apucarana","PR","11","349.46","31.77","5"
"cool_stuff","penapolis","SP","5","349.40","69.88","1"
"construcao_ferramentas_seguranca","osasco","SP","12","348.00","29.00","1"
"artes","jaragua do sul","SC","7","345.89","49.41","5"
"brinquedos","ribeirao preto / sao paulo","SP","9","345.00","38.33","1"
"consoles_games","rolante","RS","8","344.20","43.03","5"
"utilidades_domesticas","cruzeiro","SP","9","340.70","37.86","4"
"cama_mesa_banho","canoas","RS","5","339.50","67.90","3"
"construcao_ferramentas_construcao","blumenau","SC","10","338.73","33.87","3"
"fashion_bolsas_e_acessorios","santa barbara d'oeste","SP","5","333.86","66.77","2"
"market_place","campinas","SP","7","332.40","47.49","6"
"perfumaria","saquarema","RJ","14","331.70","23.69","9"
"esporte_lazer","fazenda rio grande","PR","8","330.00","41.25","2"
"eletronicos","jaguariuna","SP","6","329.80","54.97","5"
"moveis_decoracao","osasco","SP","9","328.00","36.44","7"
"esporte_lazer","palhoca","SC","6","327.26","54.54","6"
NULL,"itaborai","RJ","14","326.30","23.31","2"
"artes","sao paulo - sp","SP","7","323.84","46.26","1"
"market_place","guarulhos","SP","7","323.60","46.23","3"
"papelaria","itapecerica da serra","SP","7","315.00","45.00","1"
"telefonia","boituva","SP","11","313.90","28.54","10"
"cool_stuff","batatais","SP","13","312.00","24.00","5"
"ferramentas_jardim","camanducaia","MG","7","311.30","44.47","1"
"pet_shop","atibaia","SP","5","310.50","62.10","5"
"papelaria","santo andre","SP","8","305.24","38.16","6"
"utilidades_domesticas","osasco","SP","11","304.90","27.72","6"
"beleza_saude","ribeirao pires","SP","12","303.80","25.32","7"
"bebidas","santa terezinha de goias","GO","9","302.10","33.57","3"
"utilidades_domesticas","carapicuiba","SP","15","299.68","19.98","6"
"papelaria","carmo do cajuru","MG","5","299.50","59.90","2"
"automotivo","jaguaruna","SC","10","299.00","29.90","6"
NULL,"pelotas","RS","11","297.00","27.00","1"
"perfumaria","serra","ES","6","294.40","49.07","5"
"bebes","floresta","PR","10","290.94","29.09","2"
"bebes","itu","SP","6","289.40","48.23","2"
"brinquedos","cascavel","PR","5","287.09","57.42","3"
"utilidades_domesticas","guaratuba","PR","7","286.89","40.98","3"
"construcao_ferramentas_construcao","riberao preto","SP","7","286.81","40.97","1"
"esporte_lazer","itu","SP","11","286.50","26.05","2"
"cama_mesa_banho","laranjal paulista","SP","11","285.89","25.99","2"
"bebidas","campinas","SP","7","285.00","40.71","2"
"beleza_saude","riberao preto","SP","5","283.27","56.65","4"
"beleza_saude","santa terezinha de itaipu","PR","5","282.60","56.52","3"
"automotivo","cruzeiro","SP","11","282.44","25.68","3"
"papelaria","sao bernardo do campo","SP","11","282.33","25.67","3"
"utilidades_domesticas","garulhos","SP","15","281.98","18.80","11"
"artes","blumenau","SC","6","281.40","46.90","1"
"beleza_saude","caxias do sul","RS","7","278.50","39.79","3"
"eletroportateis","barueri","SP","12","275.96","23.00","3"
"livros_interesse_geral","conselheiro lafaiete","MG","8","275.50","34.44","8"
"sinalizacao_e_seguranca","sao jose do rio preto","SP","7","272.30","38.90","3"
"bebes","borda da mata","MG","9","269.91","29.99","2"
"fashion_bolsas_e_acessorios","piracicaba","SP","9","269.10","29.90","1"
NULL,"pedreira","SP","6","261.25","43.54","3"
"papelaria","florianopolis","SC","8","259.80","32.48","3"
"eletronicos","ibia","MG","5","259.75","51.95","1"
"moveis_decoracao","auriflama","SP","7","259.53","37.08","6"
"artes","sao jose dos pinhais","PR","7","258.30","36.90","1"
"bebes","barra velha","SC","5","257.25","51.45","1"
"alimentos","sao paulop","SP","7","256.39","36.63","1"
"telefonia","indaiatuba","SP","5","249.95","49.99","1"
"papelaria","itajai","SP","7","249.61","35.66","1"
"alimentos_bebidas","monteiro lobato","SP","16","247.91","15.49","4"
"papelaria","pinhais","PR","10","246.40","24.64","5"
"esporte_lazer","sao jose","SC","6","246.40","41.07","3"
"artes","itajai","SP","5","243.25","48.65","1"
"alimentos","contagem","MG","5","243.00","48.60","1"
"utilidades_domesticas","mucambo","CE","5","240.00","48.00","2"
"utilidades_domesticas","imbituva","PR","6","239.40","39.90","1"
"construcao_ferramentas_iluminacao","florianopolis","SC","8","239.20","29.90","1"
"automotivo","aracatuba","SP","8","237.30","29.66","3"
"brinquedos","pato branco","PR","8","236.97","29.62","6"
"informatica_acessorios","salvador","BA","5","232.96","46.59","4"
"perfumaria","joinville","SC","5","232.10","46.42","5"
"ferramentas_jardim","santo antonio de posse","SP","7","231.00","33.00","1"
"esporte_lazer","itajai","SP","6","229.20","38.20","1"
NULL,"porto ferreira","SP","5","227.50","45.50","2"
"perfumaria","cruzeiro","SP","6","225.40","37.57","1"
"papelaria","francisco morato","SP","6","223.32","37.22","5"
"pet_shop","itapevi","SP","7","221.62","31.66","5"
"utilidades_domesticas","diadema","SP","5","217.70","43.54","3"
"beleza_saude","canoas","RS","6","217.40","36.23","3"
NULL,"sao caetano do sul","SP","6","213.00","35.50","2"
"fashion_roupa_masculina","rio claro","SP","5","210.00","42.00","1"
"livros_interesse_geral","juiz de fora","SP","8","210.00","26.25","8"
"pet_shop","balneario camboriu","SC","7","209.93","29.99","1"
"utilidades_domesticas","santo andre/sao paulo","SP","7","206.80","29.54","5"
"papelaria","nova iguacu","RJ","7","206.13","29.45","6"
"moveis_decoracao","piracicaba","SP","7","205.85","29.41","4"
"ferramentas_jardim","tatui","SP","6","203.40","33.90","1"
"esporte_lazer","piracicaba","SP","6","201.95","33.66","5"
"livros_interesse_geral","santo andre","SP","8","201.77","25.22","7"
"utilidades_domesticas","embu guacu","SP","12","201.48","16.79","4"
"esporte_lazer","blumenau","SP","5","199.50","39.90","1"
"telefonia_fixa","piracicaba","SP","6","198.00","33.00","1"
"esporte_lazer","jaragua do sul","SC","8","197.40","24.68","6"
NULL,"centro","MG","7","195.48","27.93","4"
"utilidades_domesticas","santa rita do sapucai","MG","6","194.90","32.48","2"
"papelaria","sao paulo - sp","SP","8","193.38","24.17","3"
"pet_shop","praia grande","SP","6","190.48","31.75","6"
"construcao_ferramentas_jardim","londrina","PR","5","190.00","38.00","4"
"informatica_acessorios","limeira","SP","6","189.94","31.66","2"
"cama_mesa_banho","jaguaruna","SC","5","189.50","37.90","4"
"moveis_decoracao","mucambo","CE","5","187.00","37.40","2"
"artigos_de_natal","rio de janeiro","RJ","8","186.38","23.30","5"
"sinalizacao_e_seguranca","marechal candido rondon","PR","5","185.95","37.19","3"
"fashion_bolsas_e_acessorios","laurentino","SC","7","183.10","26.16","3"
NULL,"araraquara","SP","5","180.00","36.00","2"
"informatica_acessorios","jacarei / sao paulo","SP","9","179.90","19.99","2"
"construcao_ferramentas_construcao","tatui","SP","5","179.50","35.90","2"
"pet_shop","sete lagoas","MG","6","179.40","29.90","1"
"agro_industria_e_comercio","jacarei","SP","7","177.00","25.29","2"
"artigos_de_festas","rio de janeiro","RJ","8","175.20","21.90","1"
"ferramentas_jardim","marilia","SP","5","171.90","34.38","2"
NULL,"sete lagoas","MG","6","169.40","28.23","2"
"perfumaria","birigui","SP","6","165.40","27.57","3"
"livros_interesse_geral","brasilia","DF","5","164.50","32.90","1"
"telefonia","guarulhos","SP","7","163.80","23.40","3"
"portateis_casa_forno_e_cafe","praia grande","SP","6","163.29","27.22","3"
"telefonia","limeira","SP","5","161.95","32.39","1"
"esporte_lazer","maua","SP","7","159.45","22.78","5"
"perfumaria","rio claro","SP","6","158.99","26.50","2"
"construcao_ferramentas_ferramentas","amparo","SP","5","155.00","31.00","2"
"alimentos_bebidas","sao jose dos campos","SP","9","152.30","16.92","5"
NULL,"juiz de fora","MG","6","151.85","25.31","2"
"utilidades_domesticas","suzano","SP","9","150.59","16.73","2"
"esporte_lazer","floresta","PR","5","149.95","29.99","1"
"bebes","americana","SP","7","146.70","20.96","2"
"moveis_decoracao","cotia","SP","14","145.23","10.37","11"
"papelaria","marilia","SP","10","141.88","14.19","3"
"ferramentas_jardim","bertioga","SP","6","140.68","23.45","3"
"utilidades_domesticas","alambari","SP","5","138.60","27.72","2"
"ferramentas_jardim","goiania","GO","5","138.60","27.72","3"
NULL,"ubatuba","SP","5","138.08","27.62","1"
"portateis_cozinha_e_preparadores_de_alimentos","santos","SP","7","137.13","19.59","4"
"ferramentas_jardim","ribeirao preto / sao paulo","SP","5","137.00","27.40","3"
"market_place","santa barbara d'oeste","SP","5","136.95","27.39","3"
"livros_interesse_geral","capivari","SP","6","134.40","22.40","5"
"casa_conforto","belo horizonte","MG","5","133.70","26.74","2"
"perfumaria","sao jose dos campos","SP","6","128.40","21.40","5"
"artigos_de_natal","sao bernardo do campo","SP","10","127.00","12.70","1"
"utilidades_domesticas","taubate","SP","5","125.50","25.10","4"
"climatizacao","americana","SP","5","124.50","24.90","1"
"eletrodomesticos","birigui","SP","7","120.00","17.14","2"
"moveis_decoracao","sao jose do rio pardo","SP","5","119.50","23.90","4"
"informatica_acessorios","jaguaruna","SC","6","119.40","19.90","2"
NULL,"cotia","SP","10","117.90","11.79","1"
"cool_stuff","barretos","SP","6","117.40","19.57","1"
NULL,"garulhos","SP","7","117.10","16.73","3"
NULL,"atibaia","SP","6","106.72","17.79","5"
"bebidas","rio do sul","SC","5","104.25","20.85","1"
"construcao_ferramentas_construcao","ribeirao preto / sao paulo","SP","6","102.00","17.00","1"
"cine_foto","sao paulo","SP","5","99.90","19.98","2"
"brinquedos","blumenau","SC","8","96.00","12.00","2"
"telefonia","paulinia","SP","6","94.40","15.73","1"
"sinalizacao_e_seguranca","mogi das cruzes","SP","12","90.80","7.57","3"
"utilidades_domesticas","praia grande","SP","8","90.68","11.34","3"
"eletrodomesticos_2","apucarana","PR","5","89.95","17.99","1"
"relogios_presentes","marilia","SP","5","89.50","17.90","1"
"instrumentos_musicais","santos","SP","5","87.50","17.50","2"
"perfumaria","sao jose dos pinhais","PR","5","85.50","17.10","4"
"alimentos_bebidas","sao bernardo do campo","SP","6","84.00","14.00","2"
"musica","ribeirao pires","SP","5","79.30","15.86","5"
"moveis_decoracao","tres rios","RJ","7","78.68","11.24","1"
"alimentos_bebidas","joinville","SC","5","78.50","15.70","3"
"moveis_quarto","curitiba","PR","8","73.20","9.15","3"
"market_place","jaboticabal","SP","5","58.00","11.60","1"
"livros_interesse_geral","mogi mirim","SP","5","54.50","10.90","2"
"perfumaria","colombo","PR","5","50.70","10.14","4"
NULL,"araucaria","PR","7","33.46","4.78","1"
